20144120,033743,1,23.5,854,273,52,
20144120,033813,1,23.6,854,173,52,
20144120,033843,1,23.6,854,168,53,
20144120,033913,1,23.7,854,213,53,
20144120,033943,1,23.7,854,214,52,
20144120,034013,1,23.7,854,211,52,
20144120,034043,1,23.8,854,204,52,
20144120,034114,1,24.0,854,270,52,
20144120,034144,1,23.9,854,260,52,
20144120,034214,1,24.0,854,244,52,
20144120,034244,1,24.0,854,272,51,
20144120,034314,1,24.0,854,280,51,
20144120,034344,1,24.0,854,281,51,
20144120,034414,1,24.0,854,280,51,
20144120,034444,1,24.0,854,229,51,
20144120,034514,1,24.2,854,242,51,
20144120,034544,1,24.3,854,149,53,
20144120,034607,SIN RESPUESTA DE ESTACION #1
20144120,034609,2,24.3,854,224,52,
20144120,034623,1,24.4,854,260,52,
20144120,034653,1,24.4,854,114,52,
20144120,034723,1,24.3,854,112,51,
20144120,034753,1,24.3,854,112,51,
20144120,034823,1,24.3,854,119,51,
20144120,034853,1,24.3,854,113,51,
20144120,034923,1,24.2,854,119,50,
20144120,034953,1,24.1,854,127,50,
20144120,035023,1,24.1,854,126,50,
20144120,035053,1,24.1,854,127,50,
20144120,035123,1,24.1,854,127,50,
20144120,035153,1,24.0,854,127,50,
20144120,035224,1,24.0,854,127,50,
20144120,035254,1,24.0,854,129,50,
20144120,035324,1,23.9,854,129,50,
20144120,035354,1,23.9,854,129,50,
20144120,035424,1,23.9,854,129,50,
20144120,035454,1,23.9,854,128,50,
20144120,035524,1,23.9,854,130,50,
20144120,035554,1,23.9,854,116,50,
20144120,035624,1,23.8,854,79,50,
20144120,035654,1,23.8,854,77,50,
20144120,035724,1,23.8,854,77,50,
20144120,035754,1,23.8,854,81,50,
20144120,035824,1,23.8,854,129,50,
20144120,035854,1,23.7,854,128,50,
20144120,035925,1,23.7,854,128,50,
20144120,035955,1,23.7,854,130,50,
20144120,040025,1,23.7,854,130,50,
20144120,040055,1,23.7,854,130,50,
20144120,040125,1,23.7,854,131,50,
20144120,040155,1,23.7,854,103,50,
20144120,040225,1,23.7,854,124,50,
20144120,040255,1,23.7,854,120,50,
20144120,040325,1,23.7,854,128,50,
20144120,040355,1,23.7,854,83,50,
20144120,040425,1,23.6,854,126,50,
20144120,040455,1,23.6,854,125,50,
20144120,040525,1,23.6,854,125,50,
20144120,040555,1,23.6,854,125,50,
20144120,040626,1,23.6,854,125,50,
20144120,040656,1,23.6,854,125,49,
20144120,040726,1,23.6,854,124,49,
20144120,040756,1,23.6,854,124,49,
20144120,040826,1,23.6,854,124,49,
20144120,040856,1,23.6,854,209,49,
20144120,040926,1,23.6,854,213,50,
20144120,040956,1,23.6,854,213,50,
